domain,sub,framing,intervention,condition,n,mean,std,bare_mean,shift,cohens_d,p_value,p_bonferroni,sig
creative,,editorial,expert_persona,vibe_astrology,20,4.1,0.6407232755171874,5.175,-1.0750000000000002,-1.5030729509308378,3.087093948783951e-05,0.0004630640923175926,***
creative,,editorial,expert_persona,vibe_old_crush,20,4.1,0.4472135954999579,5.175,-1.0750000000000002,-1.6865987621883831,8.897159065582418e-06,0.00013345738598373629,***
creative,,editorial,expert_persona,author_human,20,4.15,0.4893604849295929,5.175,-1.0249999999999995,-1.5704559994893341,2.2107269720452404e-05,0.00033160904580678606,***
creative,,editorial,expert_persona,effort_long,20,4.4,0.5982430416161189,5.175,-0.7749999999999995,-1.1126087834835494,0.001208607596030827,0.018129113940462405,*
creative,,editorial,expert_persona,author_awarded,20,4.5,0.512989176042577,5.175,-0.6749999999999998,-1.0201206451830955,0.002845171151640096,0.04267756727460144,*
creative,,editorial,expert_persona,vibe_friend_ex,20,4.55,0.5104177855340405,5.175,-0.625,-0.9459786780800425,0.005247672390395373,0.0787150858559306,
creative,,editorial,expert_persona,vibe_nervous,20,4.575,0.5447114156283027,5.175,-0.5999999999999996,-0.8898852752932765,0.008084502717249292,0.12126754075873937,
creative,,editorial,expert_persona,vibe_weird_email,20,4.675,0.6129093691051247,5.175,-0.5,-0.7113311540010485,0.030706925648083187,0.4606038847212478,
creative,,editorial,expert_persona,translation,20,4.7,0.6569466853317862,5.175,-0.47499999999999964,-0.657418525623052,0.044631479997228635,0.6694721999584295,
creative,,editorial,expert_persona,vibe_former_roommate,19,4.7368421052631575,0.7334928056269078,5.175,-0.4381578947368423,-0.5771922375965907,0.07925683028963612,1.0,
creative,,editorial,expert_persona,effort_quick,20,4.825,0.8472090402579148,5.175,-0.34999999999999964,-0.42915508276646613,0.1828035286858992,1.0,
creative,,editorial,expert_persona,neutral,20,5.3,0.7677718959499145,5.175,0.125,0.16124176043832483,0.6130776503098426,1.0,
creative,,editorial,expert_persona,control_irrelevant,20,5.175,0.7826237921249264,5.175,0.0,0.0,1.0,1.0,
